"run_id","proportion_of_habitat"
"419866177550107A",24.421
"323966061839742E",24.421
"308045518530156E",69.843
"100371029139191E",69.843
"297899199512305E",26.31
"618122871732374D",26.31
"84842351348970C",84.238
"157100774418389D",84.238
"831754125624857E",34.029
"11589642129564C",34.029
"869361290322921D",21.079
"244149931274379D",21.079
"97329271385886D",73.648
"628620411862861A",73.648
"493462314740907C",70.732
"104271685866963A",70.732
"747095770662797A",39.744
"2249323781105E",39.744
"784238589436880C",60.075
"228099058173536B",60.075
"537152012252266B",69.322
"105131114982926A",69.322
"878444280146979E",85.166
"172220410059152D",85.166
"28879522989028D",48.632
"310621192241223E",48.632
"121564289288795B",22.491
"261649213039318C",22.491
"548335914634206E",59.642
"914539082680718B",59.642
"683527691554244E",40.508
"629792964010316E",40.508
"923069544780173C",45.315
"594979589833438B",45.315
"568877365898147A",27.938
"943069378763950C",27.938
"286096949850306B",86.129
"974860750347396B",86.129
"803712270482132A",25.03
"882586092166671A",25.03
"229648572282874D",70.687
"772484522291536E",70.687
"141415531608057C",81.021
"129131192938478B",81.021
"897958332681515D",81.863
"440326360999099E",81.863
"512666543483946B",63.754
"374307302256294D",63.754
"528303840625319D",38.307
"825945567654783C",38.307
"987360430410604E",58.962
"835791490648307D",58.962
"926731073076931B",67.958
"844191078936937A",67.958
"372434153323412D",61.143
"969632207330983B",61.143
"781380795430299C",18.065
"637862457765490A",18.065
"585018368496689A",26.967
"882733962579627E",26.967
"516785633918600B",16.197
"277988228462757A",16.197
"119654154342501E",80.355
"697429480173234A",80.355
"505023655492882A",61.923
"900414891296523D",61.923
"544686781526944C",16.016
"68011461599363D",16.016
"235760566790665D",27.621
"863135658318482D",27.621
"612419076906000D",62.061
"134966985284563D",62.061
"920262238561237A",30.786
"603665680046334C",30.786
"650860413904183D",42.571
"435555068912454D",42.571
"218827552190469D",64.139
"143203962467402C",64.139
"583256003287501D",46.002
"738043407843990A",46.002
"921922851650256D",13.339
"532036699903478E",13.339
"980711040868960A",89.631
"403162567819324E",89.631
"202010244455640D",37.555
"90358271761512C",37.555
"196820409794833E",78.879
"740085363781151E",78.879
"892596500978397D",17.609
"113917859472545E",17.609
"840243895557278B",28.107
"760344914656845A",28.107
"130003556990464A",62.962
"620810445539204E",62.962
"140695123991050C",56.888
"851186554484765B",56.888
"842166388822236D",38.707
"192943349855349B",38.707
"100590258882551B",45.727
"839297910810216D",45.727
"599959864047373A",49.938
"206684830809957B",49.938
"253160636008206B",64.687
"100560990991239D",64.687
"228711739801048C",36.281
"775503908545813A",36.281
"143980552502696C",53.535
"715680754997877D",53.535
"608296877277937D",19.474
"386854471111766B",19.474
"911557621122983C",59.25
"324025590474277A",59.25
"202126820391935A",40.905
"317104778131620C",40.905
"624525763797841E",38.856
"118942135884618B",38.856
"390475196702756B",36.637
"74294430993022C",36.637
"516275191272842C",62.546
"869946515414203B",62.546
"680634828906048D",45.823
"597294498848777B",45.823
"98729448076915D",61.816
"836342904824932E",61.816
"356164332886187B",34.787
"973409634547487C",34.787
"669321305863286B",23.113
"705446080047731C",23.113
"124197173641533B",13.919
"453918058668149D",13.919
"968876462472193C",17.327
"807628769725129D",17.327
"347359888537109E",57.056
"319067550259294B",57.056
"395637346137240D",43.55
"812613800379626A",43.55
"275872631502452A",87.847
"859560716672215E",87.847
"476747608740246E",61.046
"859314373850946E",61.046
"324210503455266A",56.104
"187993707792246A",56.104
"875940724291347B",32.31
"486361253762405A",32.31
"235027265824566A",16.31
"224250339557750C",16.31
"211596924021268E",55.081
"126198289173272B",55.081
"846136129465456E",17.174
"444007321946693C",17.174
"452891046710832C",42.368
"344555517703755C",42.368
"914560299408928B",51.367
"402972291728378C",51.367
"1044325910012C",75.898
"293501140537869D",75.898
"173488140961963E",81.707
"269983655234922A",81.707
"369651909043078E",13.417
"541252908739201A",13.417
"580427383889134A",46.184
"785387419170939A",46.184
"47047876855829E",73.079
"398986539589990C",73.079
"530845297116049E",58.123
"108991519288791C",58.123
"928671413197416E",34.472
"707094998973412B",34.472
"667506800667741B",75.274
"693340482003987E",75.274
"617227518146860C",68.185
"200138008392537E",68.185
"479151085310863E",47.431
"113068928675137A",47.431
"641104633417068A",68.492
"371876386801257C",68.492
"600181947592120A",86.776
"481920612841583C",86.776
"8496075670758A",21.546
"364670092733630D",21.546
"239536197592009E",73.317
"356443962248386A",73.317
"462210572734330A",82.275
"842161681216037E",82.275
"740188321049871B",71.381
"493045846408869A",71.381
"293315513451010D",78.713
"133148690243423D",78.713
"641952758713206A",37.455
"641852954659425D",37.455
"56925368983851E",18.186
"435587123996936E",18.186
"268620724356813D",62.138
"582695146572820E",62.138
"177138045821831E",86.008
"657045822076059D",86.008
"776623106315529B",19.57
"222225745729667A",19.57
"150163675308200C",76.107
"780476093421917E",76.107
"968218829064884E",60.452
"676653783944077E",60.452
"239769082304018A",83.532
"969610978895031D",83.532
"626096495488068D",83.057
"865511905398595D",83.057
"962357843440616D",15.835
"731411558475283C",15.835
"741199620485297E",47.795
"616638325036384A",47.795
"320114180561376D",81.296
"963653253566645A",81.296
"535644103352145C",86.928
"961725343845339D",86.928
"206034887225917E",85.644
"532768861490716A",85.644
"417278578226641E",42.111
"219318980246511C",42.111
"10970023315513D",33.563
"885175062590878E",33.563
"973471586893830E",38.731
"904750448613480A",38.731
"576591699377866A",50.954
"855791275184354C",50.954
"25513743336538A",47.659
"422478057764197D",47.659
"372916971726998E",81.813
"702012218913770D",81.813
"404701940494784A",23.566
"625110420585876A",23.566
"44202553418890A",29.826
"893724336634616E",29.826
"418169996872565C",53.439
"690467175193706E",53.439
"301969557107378C",29.155
"515110080018812A",29.155
"689383928056046E",35.184
"799379114078166B",35.184
"228815082148559B",34.378
"913344102103772D",34.378
"827405978834318A",37.788
"914310477365276E",37.788
"400969148984172C",59.471
"991683594629774A",59.471
"508499266474054C",16.692
"855515586505190B",16.692
"15516419545721D",49.469
"504616525453894B",49.469
"992983218281561A",21.823
"844479729224913E",21.823
"705516524915326E",79.626
"999277959517619D",79.626
"923956020926261C",30.345
"168923921522297D",30.345
"50564819457159C",43.436
"971590201126796C",43.436
"367110828719394C",47.479
"302296420465253C",47.479
"938929317891035B",80.311
"500542528659085A",80.311
"581058628980581C",32.931
"453520097488351A",32.931
"835496690524586E",50.14
"807078385748228A",50.14
"301217338242780C",41.449
"153917182480283C",41.449
"951865269026187E",27.396
"50834696513897B",27.396
"348140036923015B",62.911
"560736247359894C",62.911
"380235833850332A",27.302
"798422232481604E",27.302
"845982103578281E",44.781
"893703985324520C",44.781
"582792282479969C",43.192
"589141010914077A",43.192
"725649493341562A",69.804
"127605308985417C",69.804
"110703108297004D",15.229
"121365560113658C",15.229
"840798268213825C",35.599
"366481398718617E",35.599
"517024066376037C",74.886
"547529657740403C",74.886
"598423372717930D",31.346
"177993078379690A",31.346
"696422976429644C",23.131
"440238341385756B",23.131
"838247507847207C",50.31
"406995243218093D",50.31
"130448945375465D",15.562
"454629655142172A",15.562
"12258677154523E",28.017
"848454808553823E",28.017
"890491251487973E",41.382
"631996233306410E",41.382
"23166495261798D",34.189
"441356054944205C",34.189
"556671035856637E",26.011
"958371887519873B",26.011
"112077683297399E",52.034
"568863189555315A",52.034
"459163813759654D",39.182
"798596548463712E",39.182
"957381187325952B",52.844
"796827216278478E",52.844
"915198085505000C",10.973
"891575585834930A",10.973
"52546538086952D",68.642
"754134622029341A",68.642
"912664376497487B",12.33
"372080303912317D",12.33
"274824364660562D",66.347
"491390992118404C",66.347
"568012590412771C",19.034
"757001665045487D",19.034
"917081764606282C",38.078
"624348688261233D",38.078
"109899011037405D",33.747
"11972064982058C",33.747
"984404119830054A",63.159
"284835931082285C",63.159
"644722588872360B",19.996
"868659703153782A",19.996
"332745015049730C",39.104
"372693749537408A",39.104
"350566312865672D",87.775
"849865305528331A",87.775
"184171857992953D",88.701
"70158418873670D",88.701
"975541575120665D",46.776
"56708047547030B",46.776
"466250132282130E",28.687
"365418233578997B",28.687
"350817766935864D",32.619
"483221023769552A",32.619
"889028718777252D",45.575
"758820957406655B",45.575
"336376000078494A",52.11
"413900195451266B",52.11
"841143675727893E",40.242
"648664318235376B",40.242
"770522279899164C",65.681
"582727569502016C",65.681
"250676248567160D",31.11
"348914110200353E",31.11
"597193635277846A",49.766
"598212896283218A",49.766
"306760622653066E",48.165
"720556883868706C",48.165
"523510830970440E",30.922
"63344007334716C",30.922
"152666679559676E",37.946
"526200758249322A",37.946
"312270005720628E",64.318
"93000371226012C",64.318
"912014608607910B",86.199
"324301837684855E",86.199
"742059346819488A",14.553
"821042929245403B",14.553
"517896336492921E",56.805
"289750416995160A",56.805
"95706108075550B",15.432
"259898511967995D",15.432
"387666345285610D",36.855
"354284773736286D",36.855
"165643542348094E",87.135
"464039294191861C",87.135
"174946006215352C",58.583
"468693439261159B",58.583
"347464742807186C",30.669
"995898226745391D",30.669
"617418525920082E",15.033
"710936903608275B",15.033
"594480958344338B",64.013
"122732529622717D",64.013
"802489235213829A",19.099
"672468330502720E",19.099
"364300614211444D",12.436
"802483384160054A",12.436
"473873119967326E",72.287
"551422438639920A",72.287
"546031313942843A",35.931
"757089736694371E",35.931
"859703598313692D",54.793
"301080269150557B",54.793
"782461215056303D",60.33
"344347057922056B",60.33
"566276359139322C",61.596
"162554220593797C",61.596
"711116741331066B",58.413
"189941285255379E",58.413
"406605191746379B",25.46
"776523897426121E",25.46
"81323536983115D",85.539
"878970753655062B",85.539
"394467112738478D",21.189
"934652185090066A",21.189
"328688764843562C",45.199
"274908422436556B",45.199
"427888006873301A",49.323
"273309811038780C",49.323
"321365618992417B",30.565
"998777436997670C",30.565
"53175866694250B",33.438
"456264230388938B",33.438
"445581443373650D",82.792
"389604877981470D",82.792
"926853805642415B",56.238
"636743682008906A",56.238
"286510779212534E",82.034
"866784668062365D",82.034
"500536941621743B",43.096
"87628256871458B",43.096
"44042548233848A",81.113
"163502071113184C",81.113
"577999292590483C",69.259
"121429318474324D",69.259
"866892625503027D",22.969
"970876730029733C",22.969
"137915315197758E",69.93
"54760517647162B",69.93
"491814923992125B",66.124
"274937873605275A",66.124
"694869182902097D",70.914
"706524997721704E",70.914
"479935323450942C",78.743
"330311693539350B",78.743
"94146827884276E",80.021
"802500404436434E",80.021
"564153857821314C",69.386
"836011022408837E",69.386
"153381959374739A",18.632
"62846899666232E",18.632
"73124504774169D",20.577
"646273541113923B",20.577
"481895627135806D",53.483
"250984503537759A",53.483
"228825760722686B",61.336
"653731890982634E",61.336
"786003035194498D",87.256
"379485222796157D",87.256
"204111227349012C",53.01
"363322259766543D",53.01
"892004677383014B",32.98
"208528173919942A",32.98
"531514483656150A",89.054
"550912594316556D",89.054
"329242603306740C",24.534
"169768892315998C",24.534
"708325612851680C",76.696
"200338625355937E",76.696
"717350671288769C",45.259
"956522227158769C",45.259
"627993307493756A",73.867
"350468918222003C",73.867
"744232014964687D",18.329
"387398308540922C",18.329
"413026409833761A",64.34
"1974943701338B",64.34
"713918297430724C",82.875
"284342144963388B",82.875
"850570301789040D",85.723
"81155975013073C",85.723
"624251515974706E",74.037
"654437147575089A",74.037
"367917709706230B",33.889
"10749046855657C",33.889
"47217090514924E",60.174
"396044573917953C",60.174
"860423526435053A",78.248
"688966090176874B",78.248
"632363009034471A",65.542
"366275279835692A",65.542
"462840451611867D",68.316
"555500182148573B",68.316
"201108865193927B",87.664
"383710016155415C",87.664
"369996847889078C",87.012
"454257097340158C",87.012
"955095020664326A",59.831
"941190192624152B",59.831
"350856117259726A",10.737
"174457541499119C",10.737
"794264184528197D",22.18
"482302915482129C",22.18
"395362774508731E",29.899
"522761991270544E",29.899
"654785956782275E",75.8
"393352851974686A",75.8
"336811740458264B",36.157
"672030542660295D",36.157
"21383481715347A",85.098
"998611819450562B",85.098
"591032076009698A",29.305
"31797549918884A",29.305
"920019504586484C",23.242
"51746508388127E",23.242
"805030275034806C",58.929
"227962812918813D",58.929
"356500092294229C",86.609
"329849445075178A",86.609
"938756479883663E",59.56
"757013997010711B",59.56
"729482806149895A",24.647
"99254258254477C",24.647
"514422865506230B",41.643
"803904485801909D",41.643
"644777552248520E",70.83
"350685571666723C",70.83
"142021716082388D",74.16
"140377572787761D",74.16
"115534921326120D",80.885
"750871146825669C",80.885
"817847588534160A",24.32
"813787570481723C",24.32
"260309765641023D",71.812
"554669214938132B",71.812
"421946637314758D",25.933
"73113975266138C",25.933
"492635201165406A",40.567
"394741692449379B",40.567
"180606645132688E",42.865
"412630344808661E",42.865
"477661918286861A",73.217
"162724877511948D",73.217
"541679865900722D",19.912
"659338171640729C",19.912
"698387539906905B",42.891
"123180865296459D",42.891
"47584459223657A",51.295
"880375107624330A",51.295
"529769277802398D",46.868
"368473104842821B",46.868
"743834761700205D",68.92
"869548033546067A",68.92
"106794839144354E",63.234
"436798764425542B",63.234
"656481235093560D",19.839
"910366718427016D",19.839
"167429365518476C",47.876
"355158624291599D",47.876
"162171130755551D",31.139
"144358813967819E",31.139
"431024102651857D",77.919
"882147179698324C",77.919
"875355100356213E",28.191
"881771685055173A",28.191
"344405389624132D",46.702
"797893721915286B",46.702
"465298632971127D",82.932
"151675691156670A",82.932
"188560605273873D",42.501
"832675444260271A",42.501
"777156268208559C",67.67
"960146754035644B",67.67
"656994046125931A",67.2
"323698274920578D",67.2
"14053591295585A",65.602
"40352647461580B",65.602
"59663261760702D",85.424
"944321538403732D",85.424
"374665897972502E",59.878
"194878287019325C",59.878
"157860783938964E",36.07
"558975934130924B",36.07
"650706463954229B",34.638
"941320595458881D",34.638
"718920356153787B",11.734
"937293852409095C",11.734
"84719120033260C",47.708
"259843529451829E",47.708
"552552807703089C",50.852
"951417457184991C",50.852
"104738975408125C",77.743
"14880505895776E",77.743
"968169235487601A",86.651
"482561112973307B",86.651
"436230031391297D",63.844
"352231863788527B",63.844
