"run_id","proportion_of_habitat"
"192976841551770D",59.984
"799773432775475A",76.528
"664639141768162C",76.528
"912111774187829B",57.837
"987057461668831E",57.837
"831801138887431B",84.925
"52139122926500C",84.925
"994913561204691E",74.349
"380220396954911B",74.349
"701611530263042D",22.155
"821547845287035C",22.155
"142358540934354E",29.398
"239304168374776E",29.398
"212257964277135A",57.669
"431127971087665C",57.669
"679421385749296B",15.119
"312527127543974A",15.119
"739085763713788E",59.692
"614890216685708A",59.692
"516990576380795A",33.151
"588017636202243D",33.151
"439689996291995D",10.187
"586781357508110D",10.187
"756609027979259B",20.095
"806922432640259C",20.095
"95426259884838D",27.59
"361467542669411E",27.59
"555004445517955A",77.521
"855591125656210E",77.521
"755154986113011B",14.009
"225474667654177A",14.009
"729991810736019E",32.468
"16426223429493A",32.468
"266346715872298B",76.756
"913292191406165B",76.756
"192338137370510A",76.19
"844335696499827B",76.19
"11457658331135C",23.892
"160422883444452A",23.892
"745718181057639D",81.381
"962442564294123B",81.381
"624392017151219A",24.113
"493073052014583B",24.113
"333184550812130D",85.781
"954893645768454E",85.781
"252348351692428B",46.989
"206744801811764E",46.989
"672988697683312B",55.43
"383048788902592D",55.43
"587094569151038A",87.492
"864876906761374E",87.492
"85520883748674A",80.553
"64187717117891D",80.553
"256287886061236C",72.788
"133442048546440A",72.788
"69937934612250C",34.48
"234512503764934A",34.48
"388800234417426D",49.668
"689836588115888D",49.668
"791639615794684C",56.371
"415215445244546C",56.371
"305028367040292E",39.949
"344923767084975B",39.949
"591983813445331C",50.205
"458936121364325B",50.205
"547215218479749E",16.948
"145060612098119C",16.948
"839319409681586C",69.699
"282337637693117E",69.699
"668592544228547B",19.269
"819234111633009B",19.269
"935370620769536A",54.627
"71329540327833E",54.627
"134961497907457D",69.022
"230251048736654C",69.022
"925911369576713B",22.725
"281722407784308C",22.725
"864576004794446A",35.867
"824666341286983A",35.867
"392073505437071D",46.12
"103131917028760E",46.12
"127185532580776C",76.578
"467934024832690E",76.578
"467558805970878D",78.994
"940112926272765A",78.994
"658717867207223E",36.517
"527396756512349E",36.517
"149031718641032C",32.178
"322224901846884B",32.178
"133397009077897C",87.709
"163295648527415A",87.709
"909776700641589A",77.345
"86635249860481A",77.345
"412106571169908D",51.589
"451516618887901C",51.589
"419560241911720C",67.065
"209607443100054E",67.065
"180231806350917E",81.675
"523568407990448B",81.675
"660142599198050A",88.939
"587870833311461D",88.939
"881572942107622A",73.451
"478376126290270B",73.451
"801827448365081D",38.369
"355232392406412D",38.369
"211523253457892C",31.777
"483584540702995B",31.777
"96894711374806A",34.298
"309838262396670C",34.298
"592180534672675E",14.386
"752475738791185A",14.386
"335510872221269B",89.24
"784033699581245E",89.24
"306816546460423A",58.336
"379521428686413B",58.336
"398053852338297B",57.522
"465060785945760C",57.522
"519792797869582E",59.388
"372764540520429C",59.388
"430205215915344A",40.137
"260463067612807A",40.137
"677098542691674D",46.406
"502614290924664E",46.406
"583948010473929B",11.147
"753576012074199B",11.147
"179592329559759B",12.076
"555681444605275B",12.076
"959054135751427D",70.142
"940064198540596B",70.142
"801046202520811D",54.301
"406586830503686A",54.301
"501757154274176B",39.247
"711181886591782B",39.247
"933626675866587E",20.33
"131665657303801E",20.33
"9324116801672A",67.322
"621912512830171A",67.322
"855094755181523E",33.24
"717463976565728A",33.24
"217813936233545C",87.397
"148764697912391C",87.397
"86209186761386E",25.422
"632005930426823E",25.422
"682544319920397A",87.971
"367761115158956D",87.971
"989701797780162A",19.149
"276478940048445D",19.149
"314021946530633C",33.809
"107925691615526A",33.809
"733649502545575B",51.234
"474157294413577E",51.234
"835391161719911D",16.382
"710486140319598A",16.382
"399561262973588D",60.302
"518617366161471D",60.302
"570545197231474A",24.176
"997546874799755A",24.176
"293404948304705E",55.236
"132770920907123D",55.236
"649724648314129D",78.185
"408267644785299C",78.185
"514117706593495C",21.213
"487054182972529B",21.213
"94978665875888A",25.286
"459763742763619E",25.286
"207386725831678B",61.914
"367934397121541D",61.914
"838112710103929E",56.585
"685467182926386D",56.585
"734576111422779C",52.236
"300952130003839D",52.236
"12513216159643A",83.635
"958477290775761B",83.635
"544357327993717B",81.129
"371063326739769B",81.129
"850878124213927A",62.447
"528496096644920B",62.447
"978329931550967A",34.68
"456772057021665D",34.68
"208381567254919D",28.527
"162345566266145D",28.527
"276322761077405B",57.883
"63254083721381E",57.883
"133515038443675B",81.272
"43152230208227B",81.272
"375718888306420C",35.312
"50071977814479E",35.312
"155626372532255C",20.281
"639385380364381C",20.281
"66632335892390C",32.526
"469016454911866B",32.526
"368889597645373C",74.492
"949353990194451E",74.492
"752431524740462D",29.72
"942681896325547E",29.72
"950495364988222C",11.379
"686861539656079D",11.379
"957306713895612B",63.814
"96375715226048C",63.814
"150432351861101B",53.699
"701466973055561D",53.699
"402625694533236A",56.992
"339577399205153E",56.992
"223103395537479A",30.182
"835388077240094D",30.182
"815181724886296A",63.462
"228293012246590E",63.462
"307785743100713D",84.581
"715908869878147E",84.581
"813945834063473C",38.179
"509853835273241C",38.179
"450156099410773B",12.137
"392742026109809E",12.137
"198268786737349B",52.397
"326604437691141C",52.397
"246202145938252C",72.176
"30982032011376E",72.176
"347297055741457A",66.403
"217698148342933A",66.403
"580371436880542D",10.061
"22293303451718D",10.061
"438710452478664C",68.102
"984699832387272A",68.102
"443246938012867D",70.536
"290040419032190C",70.536
"795735472938269A",17.783
"866802798694772D",17.783
"511160075974361D",40.039
"624212251508938A",40.039
"412523546734984A",15.337
"410872220285809A",15.337
"113678236572557D",67.808
"648243396334252B",67.808
"174790332653551B",57.738
"351478797769458B",57.738
"425356058188621E",33.328
"183320103784945D",33.328
"911390296507455C",78.5
"104234733958266B",78.5
"984200267501810D",67.552
"336096433104064E",67.552
"756148790833551E",14.709
"761190087873247C",14.709
"861942412451662C",12.824
"852386162280703D",12.824
"176203282137581D",44.586
"721702109600126B",44.586
"60083204850710C",21.454
"714514611556547A",21.454
"766863532956491E",62.563
"335151216966791E",62.563
"754957355019302B",10.599
"831275032395181E",10.599
"312556609406609A",25.899
"579647147408575B",25.899
"141387567376532E",11.674
"406049381799353A",11.674
"791602773246436B",70.637
"898115407525989C",70.637
"850360658081215D",72.864
"835414773490972A",72.864
"178938218813656A",32.746
"294611990255163E",32.746
"782392077446806B",67.275
"507636498888183A",67.275
"355725656229325A",46.368
"659022357437336E",46.368
"153378251489266E",52.447
"788218269313983B",52.447
"43683211066631B",21.397
"475531573426558C",21.397
"803488152778851E",62.394
"950140661151399B",62.394
"658533382876628D",15.871
"156847383743175C",15.871
"257486533283917C",27.07
"330539336368055B",27.07
"574017585828014A",44.275
"605074671646907D",44.275
"109520559336197D",55.358
"22005985530437D",55.358
"79214463663170D",51.874
"617053794299917B",51.874
"909460403823036A",27.719
"613196944865948A",27.719
"943791463377176B",39.393
"263278173615080D",39.393
"820082942708763C",43.799
"256257237556231E",43.799
"145791202055021E",55.538
"879910978598149B",55.538
"952747694165426D",66.566
"318864399276746A",66.566
"624135524226997B",45.676
"779334929397958C",45.676
"684708324210410E",36.357
"185225596667379D",36.357
"399111523122831A",25.608
"832517716607676D",25.608
"765482604809319D",86.539
"800536440038788C",86.539
"607533818808246B",39.903
"7279605182930D",39.903
"928051908676675E",15.475
"712008032584801A",15.475
"720936285222622E",54.694
"549425095815101A",54.694
"11457537018125D",17.707
"182618866794007C",17.707
"242341191152240D",23.646
"660232059781802D",23.646
"797103009293835A",36.164
"266384115446645C",36.164
"848717371875455D",89.458
"762461743264754C",89.458
"44591890707265D",69.09
"500611890210100A",69.09
"697264857558124C",88.588
"138828551418802A",88.588
"681803900437115E",48.149
"768568746836573B",48.149
"2281156807230D",41.107
"402978616070956E",41.107
"371947884221903B",79.983
"598198818816178C",79.983
"912618716635995B",89.708
"452426354071251D",89.708
"529239402285316B",17.426
"366619976012250A",17.426
"568087271460883A",29.27
"199723544429509C",29.27
"780686628442700D",79.509
"140602343139166D",79.509
"414716472406852E",43.013
"464257492975254C",43.013
"737358593140770A",56.069
"193978817930654C",56.069
"808328299109477E",62.69
"881104578643999E",62.69
"398543914764979B",89.592
"842035601797504E",89.592
"80772866608992D",50.765
"427983652991126B",50.765
"130694890360928A",43.682
"227649718895296E",43.682
"314458956338391C",27.85
"539889070519362C",27.85
"102564408504671D",82.519
"882114432868214B",82.519
"571134744436218A",75.958
"882280598967904B",75.958
"336895578337025E",47.105
"902574163906059C",47.105
"716856788984616B",32.823
"422296859173142B",32.823
"8656334237202A",36.761
"710192385188430D",36.761
"13771447211747D",24.02
"518163359500635D",24.02
"383421194056930B",32.397
"20787720645414E",32.397
"627446596314035D",38.562
"977002201004218B",38.562
"247139343535686A",27.763
"10653506149275A",27.763
"984099035792900B",43.338
"606050004807710E",43.338
"141182197270499C",64.419
"326797929782613E",64.419
"516103370640564B",83.873
"544957680224468E",83.873
"761397911313314E",26.238
"578905817917426D",26.238
"13119572150583C",54.475
"642815345110749E",54.475
"363924192186724B",88.284
"945437527198218E",88.284
"210513768192430D",25.196
"133786996068278E",25.196
"187651864050367B",71.461
"256725466727660A",71.461
"161670562643850B",54.212
"627881446516917B",54.212
"233422043745148B",45.505
"466163168781487C",45.505
"385908527836466B",12.491
"706697244748941B",12.491
"961262152986892E",60.831
"555589773158856C",60.831
"878738866521775A",13.95
"400759774673492C",13.95
"764216533999389B",37.679
"382120557786757E",37.679
"350641015655048C",59.042
"945948919332648B",59.042
"917667770649979E",79.524
"562969136368117E",79.524
"140290651219825A",30.135
"996102589403515A",30.135
"483868378669141D",55.702
"425158596663740A",55.702
"27398528662550B",53.616
"26787184994317C",53.616
"810166608677880B",89.295
"583389627030226B",89.295
"169118639157449C",71.675
"144810220942729E",71.675
"252026270340659C",84.408
"657089761636084D",84.408
"374939827721078A",83.681
"280262125027563C",83.681
"98852625477347C",66.294
"203069208494827E",66.294
"6223874018997C",88.365
"975274889687631B",88.365
"34489536829667D",48.92
"395582372492742E",48.92
"67824833256135E",50.646
"793225533732283D",50.646
"22870604660660A",76.995
"77422893004640C",76.995
"100085480397250A",13.019
"68135367644695B",13.019
"128869429732216B",37.215
"451891957695320A",37.215
"230057601327978E",28.403
"118180739464396A",28.403
"255623070549013A",36.976
"482779727849051D",36.976
"636882649599366E",73.992
"43032063703811E",73.992
"500703838211863B",86.442
"825089503955519D",86.442
"96787358279475C",41.978
"465017903165040A",41.978
"919192145940718D",33.943
"953239546077002A",33.943
"64066833245593E",40.419
"944707785814493C",40.419
"698077833105917D",29.53
"619764804650920A",29.53
"53792902912014C",51.074
"5815414498053B",51.074
"249424423767780C",47.16
"958752828161085D",47.16
"639037421960942A",56.497
"712431204689644D",56.497
"607398215716641E",14.944
"722177880577669E",14.944
"542746830809779C",40.694
"181784502087214B",40.694
"38296332654158C",71.265
"800718432382878B",71.265
"672070735458062D",51.624
"582888543001950C",51.624
"76214017046655E",32.046
"426565048775995B",32.046
"725872039547321E",40.799
"927563252991009A",40.799
"614163468519614D",48.747
"960816993683250B",48.747
"455861319653476E",79.775
"436067461821215C",79.775
"439091573025522B",51.476
"165156035981741C",51.476
"321689438006141D",40.866
"963071471636058E",40.866
"130280783770032E",80.446
"282135130365064C",80.446
"875036831322778B",40.374
"862943839212736C",40.374
"82948250840957E",34.876
"213767376963999B",34.876
"495862064488186A",89.405
"335943491686246D",89.405
"655961424823207B",85.311
"158215565668366A",85.311
"507578503252149A",74.241
"555590851221720B",74.241
"568576884191232D",82.969
"810073160832307E",82.969
"167279284304419B",79.189
"960198201936519B",79.189
"660402050640962C",84.742
"293935806078476A",84.742
"25901609437235A",75.051
"258953911581008C",75.051
"690326584290196D",65.986
"233335162359154D",65.986
"792069286520067B",29.934
"50178278765026E",29.934
"801558228840370A",11.301
"520483618274921D",11.301
"943670709493046C",89.833
"413656361970254B",89.833
"600207690163138D",82.448
"27147535840749D",82.448
"1083793118355A",49.402
"430345586537740E",49.402
"686028187011349D",13.672
"598674809891991A",13.672
"924502813644898D",81.491
"955401582725018E",81.491
"692796335111925C",60.614
"247211717455615D",60.614
"69979386810334A",57.928
"65991093112290C",57.928
"726842251940070B",88.781
"975492784136655E",88.781
"991910380063090C",72.397
"154508910846852E",72.397
"395884708653713C",79.754
"716360719548315A",79.754
"97795790621130C",79.301
"596543929896194A",79.301
"149816900344258E",39.82
"532765064683179D",39.82
"541279625367323A",23.514
"126736428997144E",23.514
"206375539122886A",70.975
"982739983903450B",70.975
"524399708534055B",33.623
"929910473589852B",33.623
"472222227270791C",84.718
"229609155044836C",84.718
"774381977769897E",78.924
"505683610099334C",78.924
"911933028758893C",75.573
"440278193626219D",75.573
"114973067946463E",61.464
"896957354902597E",61.464
"400842412881428A",69.667
"892457884408333D",69.667
"224792185349392A",29.517
"615919039374512A",29.517
"823203481247433D",41.857
"623940109488964E",41.857
"764638966940179C",53.25
"872381214116882B",53.25
"772568068144116C",16.594
"640836114108111A",16.594
"835608666025781C",28.724
"369727960259246C",28.724
"885864976858430D",37.292
"506379893666227E",37.292
"71284809918039D",17.034
"994311221711567A",17.034
"662017308132904D",50.444
"54887936977020B",50.444
"618473661971422C",28.303
"594520475546183B",28.303
"780127914019058B",41.167
"732645372111346D",41.167
"550335688718537D",19.36
"268866304150020E",19.36
"502482042790313A",22.956
"553855040089556D",22.956
"689214171070849C",76.468
"186808060260284E",76.468
"396337743553850D",18.433
"894827572236293A",18.433
"285244248808196D",48.298
"7219127666124B",48.298
"663826349114842C",62.272
"462069480325076C",62.272
"772017328794875A",25.048
"630832698121746C",25.048
"120691779615712C",82.694
"581747109816244B",82.694
"681567271774635D",20.483
"46342803292282C",20.483
"484649568530167C",76.373
"981024029059858C",76.373
"551695631137108C",55.484
"58031228614070E",55.484
"805927528249374A",56.701
"28730369351226A",56.701
"542424504341868C",50.012
"784022336881357A",50.012
"369448568354440A",33.056
"418299034124370A",33.056
"374663943624200A",36.679
"938481265155032E",36.679
"354144487776123A",48.806
"733456287913557C",48.806
"286032124390511D",41.342
"150398961772572A",41.342
"121893752512249A",26.542
"652545711956235A",26.542
"362453515485357C",60.085
"609457256632218B",60.085
"468930300668916B",64.185
"886461444534897B",64.185
"140796313405325E",65.125
"587161199773465D",65.125
"876254708083342C",77.677
"652880109745040D",77.677
"729240476103475B",72.661
"843849714328900B",72.661
"213147296397488B",50.626
"434291656150588A",50.626
"378354567433500D",64.844
"694998574329063A",64.844
"94047273516728A",13.175
"404558957117162D",13.175
"925211903797194D",74.701
"50440511060488C",74.701
"987387602776629D",21.901
"581022621646520A",21.901
"235630505750039E",65.824
"856932597324154A",65.824
"515526523159903A",36.424
"837548920484501E",36.424
"891565815345565D",25.694
"8760184915634B",25.694
"704497691667248C",60.673
"88260065296756A",60.673
"901985959244704D",88.824
"938764570347256D",88.824
"350481949216393C",19.601
"547033715835736B",19.601
"894024920769427A",14.567
"653937712535648B",14.567
"950833362711246E",17.115
"314950916809062C",17.115
"154451108150939D",65.202
"796774625976840E",65.202
"467714438064710D",81.576
"475602607183903A",81.576
"468149306549652C",41.212
"605172965160842E",41.212
"730186062569882E",72.104
"67565722031288E",72.104
"759790287259088D",65.343
"909553430713532A",65.343
"998117777909323E",55.658
"895609717734027D",55.658
"7752620684581D",52.884
"22004254688741D",52.884
"469072561839549C",77.221
"202385612175082A",77.221
"316425394756601B",70.271
"188062127269883C",70.271
"746612579169310D",63.658
"421101586651369B",63.658
"748183732884994B",80.192
"354215043247242A",80.192
"441951375144869D",81.94
"181418375087807E",81.94
"983277879247611D",56.258
"755987291389578A",56.258
"944231802803607C",52.728
"669914034167725E",52.728
"321272277190604E",14.129
"711127370167074C",14.129
"860831251644835D",88.432
"216338413048353D",88.432
"604249928419239E",58.741
"751271301791618C",58.741
"432941574415364C",15.997
"55478625029191E",15.997
"275822607486093D",31.524
"743302283614478D",31.524
"338545540498215A",72.957
"781501887564121B",72.957
"671383803790718B",68.606
"686466176488462B",68.606
"674002504335130B",49.238
"604423382747841A",49.238
"126444370692913E",39.601
"373536260251074E",39.601
"565048709918492B",31.733
"438284274389013D",31.733
"751705286320003D",76.271
"468201240749852E",76.271
"991545936471298A",73.415
"353781756089681E",73.415
"554684262573031B",52.687
"313920805609913E",52.687
"942606886277308B",77.141
"395496038692159E",77.141
"644271342648141D",46.539
"719528952834391A",46.539
"762723182120652C",83.79
"626175396208298B",83.79
"782198666558619B",68.829
"739108371106123B",68.829
"943372401996796D",48.382
"942163412278178C",48.382
"998814401040465E",83.158
"770249268756292A",83.158
"975721643719214E",64.481
"521477049858495B",64.481
"43068336042358C",37.871
"798726769568957E",37.871
"971174319950757D",20.737
"599386815594482A",20.737
"525594994067204A",80.152
"593891373438795C",80.152
"322506373876253D",85.442
"325027590350995E",85.442
"204099922781156A",10.91
"803359099617242B",10.91
"710363557969686D",23.938
"820224684756351A",23.938
"574644177029056D",44.449
"188992192750778C",44.449
"91960105855482C",56.473
"239160006201279D",56.473
"206504117552780A",79.232
"814224913016452D",79.232
"955041987149817A",10.39
"45027948654157D",10.39
"649802607722761C",57.121
"400113957471721C",57.121
"297049072203970C",44.509
"147360649471806D",44.509
"460823533344745A",86.259
"252844313380630E",86.259
"779179260289781E",17.503
"252579244479138E",17.503
"31885030313989B",71.073
"888492142371074B",71.073
"665131438544308B",30.058
"11989342113832E",30.058
"486358170902454C",44.228
"848849711907150D",44.228
"161091203652748E",68.765
"508816695497351B",68.765
"615998729946166C",67.398
"333532137128193C",67.398
"292393144082776C",27.263
"654029165798597C",27.263
"625383462941024B",51.006
"477086149198959A",51.006
"112997969721349C",79.433
"698165349311054C",79.433
"690081491587719E",15.658
"746563003660360D",15.658
"117831659554101C",74.127
"54091193212622D",74.127
"887218622718851C",33.489
"5406263076453A",33.489
"445829517445220E",53.995
"349187551282364B",53.995
"860910581138768E",28.803
"386259879305548A",28.803
"498788870471652E",82.102
"334350208041790A",82.102
"915495562313252D",29.105
"4572452515937D",29.105
"369480712991583A",24.244
"982818806225940E",24.244
"823308804433856C",57.239
"882482631787127A",57.239
"641737517612944B",71.557
"687629766669171E",71.557
"595502013895572E",11.579
"528914871046255B",11.579
"522184869124583E",61.651
"447240438405133C",61.651
"4551237218001E",60.942
"250282187727714C",60.942
"934839525198883D",13.778
"111941313817699E",13.778
"963380042623255A",50.517
"163657162961314C",50.517
"487551002345051C",37.435
"436454558582684A",37.435
"807300445652789B",58.866
"915734135712294E",58.866
"787418149012458B",65.439
"84116912736677C",65.439
"352253740045207B",51.151
"269577444397572E",51.151
"972357630977755D",72.043
"352767250880078C",72.043
"574622326372204E",83.936
"90051201063843D",83.936
"423435338060657D",42.646
"945865382483421E",42.646
"670490566368389D",30.294
"672577614642416E",30.294
"995278489824320C",20.971
"681247903520833A",20.971
"225386269349402E",46.308
"558087121603254C",46.308
"160122693586660C",36.887
"790839382029497B",36.887
"291661412660130E",14.438
"552338929430698D",14.438
"44919594960937D",18.786
"184906759522047A",18.786
"964828121887530C",42.195
"894628340200328B",42.195
"901211993360863B",74.975
"233639188579769B",74.975
"138809837555934E",30.984
"9563321354021C",30.984
"469522419582379D",85.889
"601925025786514A",85.889
"412110599188635D",44.803
"475615733027414D",44.803
"102017623090431D",17.949
"678834085532671B",17.949
"275472898704611C",10.668
"55281799704876A",10.668
"600081465535150E",12.67
"952201036665346B",12.67
"366431012073731A",49.06
"591525650533450A",49.06
"853657857973831C",83.328
"941245259685021E",83.328
"252277504637390C",43.214
"987006308045973B",43.214
"568390996125995B",47.343
"659954449902066D",47.343
"282445876006591E",32.654
"917711747669152E",32.654
"316880373620572E",79.07
"168485672136736D",79.07
"911953918337501B",60.725
"749878580577180D",60.725
"878588270839940D",11.915
"646343213731507C",11.915
"990925792979216B",13.447
"213218395259342C",13.447
"866629624225961B",75.367
"591297888374619B",75.367
"220202349501466A",31.629
"215712402146609E",31.629
"196827469571025A",68.475
"763316125163879D",68.475
"881290100843537C",21.676
"320661577016726A",21.676
"926627523168868A",10.479
"514448607710565E",10.479
"626560462913910A",57.358
"346150404985123B",57.358
"998065818419099D",42.736
"519152915320031B",42.736
"397213408148560E",70.22
"389621592355101B",70.22
"343185584845013D",20.445
"511382717810129D",20.445
"410911439772067E",78.408
"312141952068638A",78.408
"331869454294243C",86.871
"445856788480117E",86.871
"599453273308436D",89.196
"508849314157415E",89.196
"280194935204881D",63.283
"51919923799109A",63.283
"742214553435440B",48.019
"510372193518783C",48.019
"313367877982254D",62.721
"611113725211952D",62.721
"24970972794668E",11.93
"194554509663290B",11.93
"728819262997449E",38.093
"399255160536170A",38.093
"265095346460065C",49.595
"257734027362121B",49.595
"635826220023357C",22.861
"151994798931043C",22.861
"721299509017193A",85.972
"980743286695698B",85.972
"88896618512535C",88.205
"237381559497656E",88.205
"9539564079084B",83.402
"370857441543776D",83.402
"186423496300949E",41.745
"138950734180385A",41.745
"865314668214716D",13.116
"160083174039916B",13.116
"410292321637938D",31.87
"851093595064806A",31.87
"593747887964577C",21.939
"943293230223638C",21.939
"647676907052946C",58.26
"892390024020593C",58.26
"800589648850520C",14.831
"654017069944069D",14.831
"272301856950712B",71.76
"280973596683567B",71.76
"327730568729819E",74.595
"354036847688813C",74.595
"237251718125142A",66.183
"553152310281998B",66.183
"543353595601056B",27.453
"446934984689635C",27.453
"239314437954367A",23.695
"939578758343660B",23.695
"466601783717377A",26.622
"624269189860165D",26.622
"266598900689196A",18.644
"380972451978159C",18.644
"798473894212968E",62.84
"546448429592412D",62.84
"631097181395755A",66.89
"480683302567913A",66.89
"610562657769976B",72.987
"619021459603290A",72.987
"487285019567314E",78.594
"162361307034647C",78.594
"620961513174708D",48.719
"961544377334785C",48.719
"174661568429600D",58.213
"743622380653122E",58.213
"160296147439481A",26.739
"883232347582286A",26.739
"708479395198418B",66.667
"518897096245665E",66.667
"990988471770707B",53.102
"42263247565688D",53.102
"942473493559464A",53.359
"291467215972455C",53.359
"449295077868519E",31.241
"758154465000027B",31.241
"495597412855652A",59.296
"782806228996896B",59.296
"326799675232933D",49.145
"983263898765663E",49.145
"918644261927176B",58.545
"611287337446510B",58.545
"997011357180158B",68.4
"183331784373995C",68.4
"890645373977880B",20.649
"374636201631846B",20.649
"801184468960270B",45.11
"605269915529669D",45.11
"18135291790801E",18.499
"591850862883050D",18.499
"724580015367149D",17.242
"601730954332587D",17.242
"567808728273090C",70.347
"610110429095949C",70.347
"997811129704656D",54.38
"625371837067199C",54.38
"635401628646095E",66.067
"491242555879920E",66.067
"248428309280382A",38.966
"270663993309931D",38.966
"633169761641644E",71.973
"815204793938963E",71.973
"33621546270991B",61.377
"461177901702365D",61.377
"67565512673726C",12.212
"783668737734505B",12.212
"843443045401443E",10.826
"398794881390096E",10.826
"919353698402968A",45.411
"294680542093111E",45.411
"254195702847941D",20.947
"540145624615673D",20.947
"456168764840840A",25.835
"762977373739564B",25.835
"550806361362476D",23.283
"566515069103489E",23.283
"459015349729373B",35.262
"785009601062678D",35.262
"725885727308900B",75.701
"554106682722550E",75.701
"178661826649985B",72.511
"189668302867727C",72.511
"937161655315497B",73.728
"424692912374570B",73.728
"193695566987351D",72.602
"983646903318081B",72.602
"832858525330251D",44.905
"690019228464038C",44.905
"58620947068107B",84.154
"434665277797025B",84.154
"311137705947165E",61.258
"701197867000841D",61.258
"647293485641233E",43.848
"973914758802958B",43.848
"343786982581113C",50.393
"975088875859363D",50.393
"802817530419704B",22.243
"104576461512230D",22.243
"196980706763824D",38.426
"470095608635745B",38.426
"308584887128297C",45.899
"678876420270190B",45.899
"14452493646311D",26.717
"53995596859687E",26.717
"219300455564115E",25.549
"435218926708576A",25.549
"535106272144909C",19.406
"680702399984066C",19.406
"302409292094316B",10.153
"92665326115558D",10.153
"381805961287643B",86.345
"747259665411046A",86.345
"112184216206069D",42.288
"270103982855374C",42.288
"374119509170681A",77.4
"188796730253377E",77.4
"780765169916792C",70.051
"355486297435233E",70.051
"935754783177197A",67.864
"735505587395276D",67.864
"479117275368087A",17.857
"35332385880906D",17.857
"550812802034832E",22.575
"815563074198267C",22.575
"437916106694377C",37.162
"26152206191909D",37.162
"350304501620091D",12.897
"620477508200278C",12.897
"733191141344318B",35.403
"180370010931102B",35.403
"508503501789133B",84.071
"899772928719717B",84.071
"951564592655048C",66.514
"772326958696246B",66.514
"223766109735772C",77.931
"83774906496426E",77.931
"819596410632549E",21.681
"123740270506002A",21.681
"323400528388191A",64.774
"277766078310955B",64.774
"960543917410797C",62.225
"784962064813310B",62.225
"138265774533166A",44.706
"962491198739165C",44.706
"358041299482299B",77.073
"109542320829667C",77.073
"487894419051766E",88.072
"96321336941655E",88.072
"981015407213591E",32.108
"870805623107944C",32.108
"240397639306534C",67.453
"251561168149213C",67.453
"275149239227728C",68.069
"388090419799531E",68.069
"400413200600839B",38.544
"307793602405481E",38.544
"546453554494338A",20.011
"254417273620794B",20.011
"205613668312100A",65.029
"875843107541714B",65.029
"301876573267334C",78.112
"520979011758202E",78.112
"654336943180692C",87.053
"958860476054270E",87.053
"95687372380626C",57.386
"957503101501820C",57.386
"442148619315350E",48.488
"247797469366856C",48.488
"68774085071567B",43.948
"476242818826829B",43.948
"607846298367091E",29.629
"341965193213911B",29.629
"897784795961931D",37.717
"187094824137636C",37.717
"513268380374609C",11.211
"888137992910790B",11.211
"449648639357398D",13.23
"424844937803783A",13.23
"890344129137785B",80.79
"820425821702800D",80.79
"305858378770629B",22.449
"38043030996625E",22.449
"256488442650238A",26.853
"708675692395461C",26.853
"760082906997288C",34.135
"121351219431222C",34.135
"99135782135498D",65.912
"449391383849546D",65.912
"805245405320211E",27.151
"151795563227251D",27.151
"328939770289A",44.977
"390827462249707E",44.977
"340336701503910E",58.08
"376332035013346E",58.08
"9605131324833D",69.594
"793897856084513A",69.594
"683325952358882A",43.63
"312134609285279E",43.63
"878583259613623D",14.189
"581893269917441D",14.189
"975864319467175B",53.154
"812748758890469D",53.154
"396477848732103B",26.952
"283012047397047E",26.952
"947071933798672E",14.276
"760993157195630C",14.276
"396752351200691C",30.496
"552461979910612A",30.496
"983276337992314A",13.573
"885256548492303A",13.573
"676840460347980A",39.588
"677473891217454C",39.588
"822923473961054D",46.884
"966139273181063D",46.884
"100708297008174B",40.987
"330493554162445E",40.987
"8564192097871C",65.109
"622803803451633B",65.109
"998233860718575B",18.265
"839103728516698E",18.265
"794725988130657A",49.698
"275725140569574E",49.698
"96640735561998D",18.134
"207217490354676A",18.134
"229670285297016A",76.051
"306073685604576C",76.051
"672449531000334E",45.965
"653847829627068E",45.965
"155592303685102C",69.441
"873384294237759C",69.441
"789618754859044A",18.937
"278634702415911C",18.937
"959750982088808D",47.937
"732224636309890B",47.937
"87734218518780B",64.613
"987232790539942B",64.613
"814883573737985C",88.515
"761103196807189C",88.515
"43688680786337D",31.471
"940387947248978C",31.471
"677526577337199A",16.106
"357868177794736C",16.106
"24292954407231D",37.066
"786915059331351B",37.066
"804181281765401C",75.126
"418451012452892E",75.126
"89230144087134D",84.855
"211647147302635C",84.855
"301910410252470C",17.538
"274145920597435B",17.538
"317739190718362E",55.017
"537214803568594D",55.017
"164822917951804A",22.024
"80034155091288A",22.024
"26922162746040B",55.979
"47336055259352B",55.979
"735208006483008C",38.939
"368667149468915D",38.939
"636791551216399B",79.918
"423447304918281A",79.918
"245498436466706C",35.088
"159760339415667C",35.088
"31286267696322D",24.738
"486268658127135D",24.738
"213237558171559B",16.806
"491616014308641A",16.806
"943160681390415E",41.811
"658491958311232A",41.811
"855294648038823E",30.852
"737078763221450A",30.852
"578829540336200B",11.045
"649786291095535E",11.045
"46523962104812C",75.673
"6369073196264E",75.673
"346895052704716D",20.233
"250786577066798E",20.233
"511637091692062D",16.755
"949322374680163E",16.755
"356234424845901E",52.299
"284098323425945E",52.299
"92928877000619E",63.051
"576217982499853E",63.051
